 dt=   5.0000000000000004E-006
 s_ind=         126
 steps=     2000000
 zipper=        2000

istep          p0              t0              rout            zout
 1368000    0.71840030E+01  0.60457762E+01  0.13008693E+01 -0.17659415E+00
 1370000    0.71914448E+01  0.60430903E+01  0.12993911E+01 -0.17795720E+00
 1372000    0.71988954E+01  0.60404017E+01  0.12979056E+01 -0.17930849E+00
 1374000    0.72063548E+01  0.60377102E+01  0.12964131E+01 -0.18064800E+00
 1376000    0.72138232E+01  0.60350157E+01  0.12949136E+01 -0.18197569E+00
 1378000    0.72213005E+01  0.60323182E+01  0.12934072E+01 -0.18329154E+00
 1380000    0.72287870E+01  0.60296175E+01  0.12918942E+01 -0.18459551E+00
 1382000    0.72362826E+01  0.60269137E+01  0.12903746E+01 -0.18588759E+00
 1384000    0.72437875E+01  0.60242065E+01  0.12888486E+01 -0.18716775E+00
 1386000    0.72513016E+01  0.60214961E+01  0.12873163E+01 -0.18843596E+00
 1388000    0.72588251E+01  0.60187821E+01  0.12857778E+01 -0.18969219E+00
 1390000    0.72663580E+01  0.60160647E+01  0.12842334E+01 -0.19093643E+00
 1392000    0.72739004E+01  0.60133437E+01  0.12826830E+01 -0.19216865E+00
 1394000    0.72814524E+01  0.60106191E+01  0.12811269E+01 -0.19338883E+00
 1396000    0.72890141E+01  0.60078906E+01  0.12795652E+01 -0.19459695E+00
 1398000    0.72965855E+01  0.60051584E+01  0.12779980E+01 -0.19579300E+00
 1400000    0.73041666E+01  0.60024223E+01  0.12764255E+01 -0.19697694E+00
 1402000    0.73117577E+01  0.59996823E+01  0.12748478E+01 -0.19814877E+00
 1404000    0.73193586E+01  0.59969382E+01  0.12732651E+01 -0.19930847E+00
 1406000    0.73269695E+01  0.59941900E+01  0.12716774E+01 -0.20045602E+00
 1408000    0.73345905E+01  0.59914376E+01  0.12700849E+01 -0.20159140E+00
 1410000    0.73422216E+01  0.59886810E+01  0.12684878E+01 -0.20271460E+00
 1412000    0.73498629E+01  0.59859201E+01  0.12668862E+01 -0.20382562E+00
 1414000    0.73575145E+01  0.59831548E+01  0.12652802E+01 -0.20492442E+00
 1416000    0.73651764E+01  0.59803851E+01  0.12636699E+01 -0.20601101E+00
 1418000    0.73728487E+01  0.59776109E+01  0.12620556E+01 -0.20708536E+00
 1420000    0.73805314E+01  0.59748321E+01  0.12604373E+01 -0.20814748E+00
 1422000    0.73882246E+01  0.59720487E+01  0.12588152E+01 -0.20919734E+00
 1424000    0.73959285E+01  0.59692605E+01  0.12571895E+01 -0.21023494E+00
 1426000    0.74036430E+01  0.59664677E+01  0.12555602E+01 -0.21126027E+00
 1428000    0.74113682E+01  0.59636700E+01  0.12539275E+01 -0.21227333E+00
 1430000    0.74191041E+01  0.59608675E+01  0.12522915E+01 -0.21327409E+00
 1432000    0.74268509E+01  0.59580600E+01  0.12506524E+01 -0.21426257E+00
 1434000    0.74346086E+01  0.59552476E+01  0.12490104E+01 -0.21523874E+00
 1436000    0.74423773E+01  0.59524302E+01  0.12473655E+01 -0.21620261E+00
 1438000    0.74501569E+01  0.59496077E+01  0.12457179E+01 -0.21715417E+00
 1440000    0.74579477E+01  0.59467801E+01  0.12440677E+01 -0.21809342E+00
 1442000    0.74657495E+01  0.59439474E+01  0.12424152E+01 -0.21902034E+00
 1444000    0.74735626E+01  0.59411095E+01  0.12407604E+01 -0.21993494E+00
 1446000    0.74813869E+01  0.59382663E+01  0.12391034E+01 -0.22083722E+00
 1448000    0.74892226E+01  0.59354179E+01  0.12374445E+01 -0.22172718E+00
 1450000    0.74970696E+01  0.59325642E+01  0.12357837E+01 -0.22260480E+00
 1452000    0.75049280E+01  0.59297052E+01  0.12341212E+01 -0.22347010E+00
 1454000    0.75127979E+01  0.59268408E+01  0.12324572E+01 -0.22432306E+00
 1456000    0.75206793E+01  0.59239710E+01  0.12307917E+01 -0.22516370E+00
 1458000    0.75285723E+01  0.59210958E+01  0.12291250E+01 -0.22599201E+00
 1460000    0.75364770E+01  0.59182152E+01  0.12274572E+01 -0.22680799E+00
 1462000    0.75443933E+01  0.59153291E+01  0.12257883E+01 -0.22761164E+00
 1464000    0.75523214E+01  0.59124376E+01  0.12241186E+01 -0.22840297E+00
 1466000    0.75602613E+01  0.59095406E+01  0.12224483E+01 -0.22918199E+00
 1468000    0.75682130E+01  0.59066382E+01  0.12207774E+01 -0.22994868E+00
 1470000    0.75761766E+01  0.59037302E+01  0.12191061E+01 -0.23070306E+00
 1472000    0.75841521E+01  0.59008168E+01  0.12174345E+01 -0.23144514E+00
 1474000    0.75921396E+01  0.58978979E+01  0.12157628E+01 -0.23217491E+00
 1476000    0.76001392E+01  0.58949735E+01  0.12140911E+01 -0.23289238E+00
 1478000    0.76081508E+01  0.58920436E+01  0.12124197E+01 -0.23359756E+00
 1480000    0.76161745E+01  0.58891082E+01  0.12107485E+01 -0.23429046E+00
 1482000    0.76242105E+01  0.58861675E+01  0.12090778E+01 -0.23497108E+00
 1484000    0.76322586E+01  0.58832213E+01  0.12074078E+01 -0.23563943E+00
 1486000    0.76403189E+01  0.58802697E+01  0.12057385E+01 -0.23629552E+00
 1488000    0.76483916E+01  0.58773127E+01  0.12040701E+01 -0.23693935E+00
 1490000    0.76564766E+01  0.58743503E+01  0.12024028E+01 -0.23757095E+00
 1492000    0.76645739E+01  0.58713827E+01  0.12007367E+01 -0.23819031E+00
 1494000    0.76726837E+01  0.58684097E+01  0.11990719E+01 -0.23879744E+00
 1496000    0.76808059E+01  0.58654316E+01  0.11974087E+01 -0.23939237E+00
 1498000    0.76889406E+01  0.58624482E+01  0.11957471E+01 -0.23997510E+00
 1500000    0.76970878E+01  0.58594597E+01  0.11940874E+01 -0.24054564E+00
 1502000    0.77052475E+01  0.58564661E+01  0.11924295E+01 -0.24110401E+00
 1504000    0.77134198E+01  0.58534675E+01  0.11907738E+01 -0.24165021E+00
 1506000    0.77216047E+01  0.58504640E+01  0.11891204E+01 -0.24218427E+00
 1508000    0.77298023E+01  0.58474555E+01  0.11874693E+01 -0.24270620E+00
 1510000    0.77380125E+01  0.58444422E+01  0.11858208E+01 -0.24321602E+00
 1512000    0.77462354E+01  0.58414241E+01  0.11841750E+01 -0.24371373E+00
 1514000    0.77544710E+01  0.58384013E+01  0.11825321E+01 -0.24419936E+00
 1516000    0.77627194E+01  0.58353740E+01  0.11808921E+01 -0.24467292E+00
 1518000    0.77709805E+01  0.58323421E+01  0.11792553E+01 -0.24513444E+00
 1520000    0.77792544E+01  0.58293058E+01  0.11776218E+01 -0.24558393E+00
 1522000    0.77875412E+01  0.58262652E+01  0.11759918E+01 -0.24602141E+00
 1524000    0.77958407E+01  0.58232204E+01  0.11743654E+01 -0.24644690E+00
 1526000    0.78041531E+01  0.58201714E+01  0.11727427E+01 -0.24686043E+00
 1528000    0.78124784E+01  0.58171185E+01  0.11711240E+01 -0.24726200E+00
 1530000    0.78208166E+01  0.58140616E+01  0.11695093E+01 -0.24765166E+00
 1532000    0.78291676E+01  0.58110010E+01  0.11678988E+01 -0.24802942E+00
 1534000    0.78375315E+01  0.58079367E+01  0.11662927E+01 -0.24839530E+00
 1536000    0.78459084E+01  0.58048688E+01  0.11646911E+01 -0.24874933E+00
 1538000    0.78542982E+01  0.58017976E+01  0.11630942E+01 -0.24909153E+00
 1540000    0.78627009E+01  0.57987230E+01  0.11615020E+01 -0.24942194E+00
 1542000    0.78711166E+01  0.57956453E+01  0.11599149E+01 -0.24974058E+00
 1544000    0.78795452E+01  0.57925647E+01  0.11583328E+01 -0.25004748E+00
 1546000    0.78879867E+01  0.57894811E+01  0.11567561E+01 -0.25034267E+00
 1548000    0.78964412E+01  0.57863949E+01  0.11551847E+01 -0.25062617E+00
 1550000    0.79049087E+01  0.57833061E+01  0.11536189E+01 -0.25089803E+00
 1552000    0.79133891E+01  0.57802148E+01  0.11520588E+01 -0.25115827E+00
 1554000    0.79218825E+01  0.57771214E+01  0.11505046E+01 -0.25140693E+00
 1556000    0.79303887E+01  0.57740258E+01  0.11489564E+01 -0.25164404E+00
 1558000    0.79389080E+01  0.57709284E+01  0.11474143E+01 -0.25186963E+00
 1560000    0.79474401E+01  0.57678291E+01  0.11458786E+01 -0.25208375E+00
 1562000    0.79559852E+01  0.57647283E+01  0.11443493E+01 -0.25228644E+00
 1564000    0.79645432E+01  0.57616261E+01  0.11428266E+01 -0.25247772E+00
 1566000    0.79731140E+01  0.57585226E+01  0.11413107E+01 -0.25265765E+00
 1568000    0.79816978E+01  0.57554181E+01  0.11398017E+01 -0.25282625E+00
 1570000    0.79902944E+01  0.57523127E+01  0.11382997E+01 -0.25298359E+00
 1572000    0.79989038E+01  0.57492066E+01  0.11368048E+01 -0.25312969E+00
 1574000    0.80075261E+01  0.57461000E+01  0.11353174E+01 -0.25326461E+00
 1576000    0.80161611E+01  0.57429930E+01  0.11338373E+01 -0.25338838E+00
 1578000    0.80248090E+01  0.57398859E+01  0.11323649E+01 -0.25350107E+00
 1580000    0.80334696E+01  0.57367789E+01  0.11309003E+01 -0.25360271E+00
 1582000    0.80421429E+01  0.57336720E+01  0.11294435E+01 -0.25369335E+00
 1584000    0.80508289E+01  0.57305656E+01  0.11279948E+01 -0.25377306E+00
 1586000    0.80595276E+01  0.57274599E+01  0.11265543E+01 -0.25384188E+00
 1588000    0.80682389E+01  0.57243549E+01  0.11251220E+01 -0.25389986E+00
 1590000    0.80769628E+01  0.57212509E+01  0.11236983E+01 -0.25394706E+00
 1592000    0.80856992E+01  0.57181481E+01  0.11222830E+01 -0.25398354E+00
 1594000    0.80944482E+01  0.57150467E+01  0.11208766E+01 -0.25400936E+00
 1596000    0.81032096E+01  0.57119469E+01  0.11194789E+01 -0.25402457E+00
 1598000    0.81119835E+01  0.57088488E+01  0.11180902E+01 -0.25402924E+00
 1600000    0.81207698E+01  0.57057526E+01  0.11167107E+01 -0.25402342E+00
 1602000    0.81295684E+01  0.57026586E+01  0.11153404E+01 -0.25400720E+00
 1604000    0.81383794E+01  0.56995669E+01  0.11139794E+01 -0.25398062E+00
 1606000    0.81472025E+01  0.56964777E+01  0.11126280E+01 -0.25394375E+00
 1608000    0.81560379E+01  0.56933912E+01  0.11112861E+01 -0.25389667E+00
 1610000    0.81648854E+01  0.56903076E+01  0.11099540E+01 -0.25383945E+00
 1612000    0.81737450E+01  0.56872270E+01  0.11086317E+01 -0.25377215E+00
 1614000    0.81826167E+01  0.56841496E+01  0.11073195E+01 -0.25369485E+00
 1616000    0.81915003E+01  0.56810756E+01  0.11060173E+01 -0.25360762E+00
 1618000    0.82003958E+01  0.56780052E+01  0.11047253E+01 -0.25351054E+00
 1620000    0.82093031E+01  0.56749385E+01  0.11034437E+01 -0.25340368E+00
 1622000    0.82182223E+01  0.56718757E+01  0.11021725E+01 -0.25328713E+00
 1624000    0.82271531E+01  0.56688169E+01  0.11009118E+01 -0.25316097E+00
 1626000    0.82360956E+01  0.56657623E+01  0.10996618E+01 -0.25302527E+00
 1628000    0.82450497E+01  0.56627120E+01  0.10984226E+01 -0.25288012E+00
 1630000    0.82540152E+01  0.56596663E+01  0.10971942E+01 -0.25272560E+00
 1632000    0.82629922E+01  0.56566251E+01  0.10959768E+01 -0.25256180E+00
 1634000    0.82719806E+01  0.56535887E+01  0.10947704E+01 -0.25238881E+00
 1636000    0.82809802E+01  0.56505572E+01  0.10935753E+01 -0.25220671E+00
 1638000    0.82899910E+01  0.56475307E+01  0.10923913E+01 -0.25201560E+00
 1640000    0.82990129E+01  0.56445094E+01  0.10912188E+01 -0.25181557E+00
 1642000    0.83080459E+01  0.56414932E+01  0.10900577E+01 -0.25160670E+00
 1644000    0.83170898E+01  0.56384824E+01  0.10889081E+01 -0.25138910E+00
 1646000    0.83261445E+01  0.56354771E+01  0.10877701E+01 -0.25116285E+00
 1648000    0.83352100E+01  0.56324772E+01  0.10866439E+01 -0.25092806E+00
 1650000    0.83442862E+01  0.56294830E+01  0.10855294E+01 -0.25068482E+00
 1652000    0.83533730E+01  0.56264945E+01  0.10844269E+01 -0.25043324E+00
 1654000    0.83624703E+01  0.56235118E+01  0.10833362E+01 -0.25017340E+00
 1656000    0.83715779E+01  0.56205349E+01  0.10822576E+01 -0.24990542E+00
 1658000    0.83806959E+01  0.56175639E+01  0.10811911E+01 -0.24962939E+00
 1660000    0.83898240E+01  0.56145988E+01  0.10801367E+01 -0.24934542E+00
 1662000    0.83989623E+01  0.56116397E+01  0.10790946E+01 -0.24905362E+00
 1664000    0.84081105E+01  0.56086866E+01  0.10780648E+01 -0.24875408E+00
 1666000    0.84172686E+01  0.56057396E+01  0.10770474E+01 -0.24844692E+00
 1668000    0.84264366E+01  0.56027987E+01  0.10760423E+01 -0.24813224E+00
 1670000    0.84356142E+01  0.55998639E+01  0.10750498E+01 -0.24781015E+00
 1672000    0.84448013E+01  0.55969351E+01  0.10740698E+01 -0.24748077E+00
 1674000    0.84539979E+01  0.55940124E+01  0.10731024E+01 -0.24714419E+00
 1676000    0.84632039E+01  0.55910959E+01  0.10721477E+01 -0.24680053E+00
 1678000    0.84724191E+01  0.55881854E+01  0.10712056E+01 -0.24644991E+00
 1680000    0.84816434E+01  0.55852809E+01  0.10702763E+01 -0.24609243E+00
 1682000    0.84908768E+01  0.55823824E+01  0.10693597E+01 -0.24572821E+00
 1684000    0.85001190E+01  0.55794899E+01  0.10684560E+01 -0.24535737E+00
 1686000    0.85093700E+01  0.55766034E+01  0.10675652E+01 -0.24498000E+00
 1688000    0.85186296E+01  0.55737227E+01  0.10666873E+01 -0.24459624E+00
 1690000    0.85278978E+01  0.55708478E+01  0.10658223E+01 -0.24420620E+00
 1692000    0.85371743E+01  0.55679787E+01  0.10649703E+01 -0.24380998E+00
 1694000    0.85464592E+01  0.55651152E+01  0.10641313E+01 -0.24340771E+00
 1696000    0.85557522E+01  0.55622574E+01  0.10633053E+01 -0.24299951E+00
 1698000    0.85650532E+01  0.55594050E+01  0.10624924E+01 -0.24258549E+00
 1700000    0.85743621E+01  0.55565580E+01  0.10616926E+01 -0.24216576E+00
 1702000    0.85836788E+01  0.55537164E+01  0.10609059E+01 -0.24174045E+00
 1704000    0.85930032E+01  0.55508799E+01  0.10601323E+01 -0.24130967E+00
 1706000    0.86023350E+01  0.55480485E+01  0.10593719E+01 -0.24087354E+00
 1708000    0.86116743E+01  0.55452221E+01  0.10586246E+01 -0.24043218E+00
 1710000    0.86210208E+01  0.55424005E+01  0.10578905E+01 -0.23998570E+00
 1712000    0.86303744E+01  0.55395836E+01  0.10571697E+01 -0.23953423E+00
 1714000    0.86397349E+01  0.55367713E+01  0.10564620E+01 -0.23907787E+00
 1716000    0.86491024E+01  0.55339634E+01  0.10557675E+01 -0.23861675E+00
 1718000    0.86584765E+01  0.55311598E+01  0.10550863E+01 -0.23815099E+00
 1720000    0.86678572E+01  0.55283603E+01  0.10544183E+01 -0.23768069E+00
 1722000    0.86772443E+01  0.55255649E+01  0.10537635E+01 -0.23720599E+00
 1724000    0.86866378E+01  0.55227732E+01  0.10531220E+01 -0.23672699E+00
 1726000    0.86960373E+01  0.55199853E+01  0.10524937E+01 -0.23624381E+00
 1728000    0.87054429E+01  0.55172008E+01  0.10518786E+01 -0.23575657E+00
 1730000    0.87148544E+01  0.55144198E+01  0.10512768E+01 -0.23526538E+00
 1732000    0.87242716E+01  0.55116418E+01  0.10506882E+01 -0.23477036E+00
 1734000    0.87336943E+01  0.55088670E+01  0.10501129E+01 -0.23427163E+00
 1736000    0.87431225E+01  0.55060949E+01  0.10495508E+01 -0.23376929E+00
 1738000    0.87525560E+01  0.55033255E+01  0.10490019E+01 -0.23326346E+00
 1740000    0.87619947E+01  0.55005587E+01  0.10484663E+01 -0.23275426E+00
 1742000    0.87714383E+01  0.54977942E+01  0.10479438E+01 -0.23224179E+00
 1744000    0.87808868E+01  0.54950318E+01  0.10474346E+01 -0.23172618E+00
 1746000    0.87903400E+01  0.54922714E+01  0.10469386E+01 -0.23120752E+00
 1748000    0.87997978E+01  0.54895129E+01  0.10464557E+01 -0.23068594E+00
 1750000    0.88092600E+01  0.54867560E+01  0.10459861E+01 -0.23016154E+00
 1752000    0.88187265E+01  0.54840006E+01  0.10455296E+01 -0.22963443E+00
 1754000    0.88281970E+01  0.54812466E+01  0.10450863E+01 -0.22910472E+00
 1756000    0.88376716E+01  0.54784937E+01  0.10446561E+01 -0.22857253E+00
 1758000    0.88471500E+01  0.54757418E+01  0.10442390E+01 -0.22803794E+00
 1760000    0.88566320E+01  0.54729908E+01  0.10438351E+01 -0.22750108E+00
 1762000    0.88661175E+01  0.54702405E+01  0.10434443E+01 -0.22696205E+00
 1764000    0.88756065E+01  0.54674908E+01  0.10430666E+01 -0.22642096E+00
 1766000    0.88850986E+01  0.54647415E+01  0.10427019E+01 -0.22587790E+00
 1768000    0.88945938E+01  0.54619924E+01  0.10423504E+01 -0.22533298E+00
 1770000    0.89040919E+01  0.54592436E+01  0.10420119E+01 -0.22478631E+00
 1772000    0.89135928E+01  0.54564947E+01  0.10416864E+01 -0.22423798E+00
 1774000    0.89230963E+01  0.54537458E+01  0.10413740E+01 -0.22368811E+00
 1776000    0.89326022E+01  0.54509967E+01  0.10410746E+01 -0.22313678E+00
 1778000    0.89421105E+01  0.54482473E+01  0.10407882E+01 -0.22258410E+00
 1780000    0.89516209E+01  0.54454975E+01  0.10405147E+01 -0.22203017E+00
 1782000    0.89611333E+01  0.54427472E+01  0.10402543E+01 -0.22147509E+00
 1784000    0.89706476E+01  0.54399963E+01  0.10400068E+01 -0.22091894E+00
 1786000    0.89801635E+01  0.54372448E+01  0.10397723E+01 -0.22036184E+00
 1788000    0.89896810E+01  0.54344926E+01  0.10395508E+01 -0.21980388E+00
 1790000    0.89991999E+01  0.54317396E+01  0.10393422E+01 -0.21924515E+00
 1792000    0.90087200E+01  0.54289858E+01  0.10391464E+01 -0.21868574E+00
 1794000    0.90182412E+01  0.54262312E+01  0.10389636E+01 -0.21812576E+00
 1796000    0.90277633E+01  0.54234757E+01  0.10387937E+01 -0.21756529E+00
 1798000    0.90372862E+01  0.54207193E+01  0.10386367E+01 -0.21700443E+00
 1800000    0.90468097E+01  0.54179620E+01  0.10384926E+01 -0.21644326E+00
 1802000    0.90563337E+01  0.54152038E+01  0.10383614E+01 -0.21588189E+00
 1804000    0.90658579E+01  0.54124447E+01  0.10382430E+01 -0.21532041E+00
 1806000    0.90753824E+01  0.54096848E+01  0.10381374E+01 -0.21475890E+00
 1808000    0.90849069E+01  0.54069240E+01  0.10380447E+01 -0.21419745E+00
 1810000    0.90944312E+01  0.54041624E+01  0.10379649E+01 -0.21363616E+00
 1812000    0.91039552E+01  0.54014001E+01  0.10378979E+01 -0.21307511E+00
 1814000    0.91134788E+01  0.53986371E+01  0.10378437E+01 -0.21251439E+00
 1816000    0.91230017E+01  0.53958735E+01  0.10378023E+01 -0.21195410E+00
 1818000    0.91325239E+01  0.53931094E+01  0.10377737E+01 -0.21139432E+00
 1820000    0.91420452E+01  0.53903448E+01  0.10377579E+01 -0.21083514E+00
 1822000    0.91515655E+01  0.53875799E+01  0.10377549E+01 -0.21027665E+00
 1824000    0.91610845E+01  0.53848147E+01  0.10377648E+01 -0.20971894E+00
 1826000    0.91706022E+01  0.53820495E+01  0.10377874E+01 -0.20916209E+00
 1828000    0.91801184E+01  0.53792843E+01  0.10378228E+01 -0.20860619E+00
 1830000    0.91896329E+01  0.53765193E+01  0.10378709E+01 -0.20805133E+00
 1832000    0.91991455E+01  0.53737545E+01  0.10379319E+01 -0.20749760E+00
 1834000    0.92086563E+01  0.53709903E+01  0.10380056E+01 -0.20694509E+00
 1836000    0.92181649E+01  0.53682267E+01  0.10380920E+01 -0.20639388E+00
 1838000    0.92276712E+01  0.53654639E+01  0.10381913E+01 -0.20584407E+00
 1840000    0.92371752E+01  0.53627021E+01  0.10383032E+01 -0.20529573E+00
 1842000    0.92466765E+01  0.53599415E+01  0.10384279E+01 -0.20474896E+00
 1844000    0.92561752E+01  0.53571822E+01  0.10385654E+01 -0.20420385E+00
 1846000    0.92656710E+01  0.53544245E+01  0.10387156E+01 -0.20366049E+00
 1848000    0.92751638E+01  0.53516686E+01  0.10388785E+01 -0.20311896E+00
 1850000    0.92846535E+01  0.53489147E+01  0.10390541E+01 -0.20257936E+00
 1852000    0.92941399E+01  0.53461630E+01  0.10392424E+01 -0.20204177E+00
 1854000    0.93036228E+01  0.53434137E+01  0.10394434E+01 -0.20150628E+00
 1856000    0.93131022E+01  0.53406671E+01  0.10396572E+01 -0.20097299E+00
 1858000    0.93225778E+01  0.53379234E+01  0.10398836E+01 -0.20044198E+00
 1860000    0.93320495E+01  0.53351828E+01  0.10401226E+01 -0.19991335E+00
 1862000    0.93415173E+01  0.53324455E+01  0.10403744E+01 -0.19938718E+00
 1864000    0.93509809E+01  0.53297118E+01  0.10406387E+01 -0.19886358E+00
 1866000    0.93604401E+01  0.53269820E+01  0.10409157E+01 -0.19834262E+00
 1868000    0.93698950E+01  0.53242562E+01  0.10412053E+01 -0.19782441E+00
 1870000    0.93793453E+01  0.53215347E+01  0.10415075E+01 -0.19730904E+00
 1872000    0.93887908E+01  0.53188177E+01  0.10418223E+01 -0.19679660E+00
 1874000    0.93982315E+01  0.53161055E+01  0.10421497E+01 -0.19628719E+00
 1876000    0.94076673E+01  0.53133983E+01  0.10424896E+01 -0.19578090E+00
 1878000    0.94170979E+01  0.53106964E+01  0.10428420E+01 -0.19527782E+00
 1880000    0.94265232E+01  0.53079999E+01  0.10432069E+01 -0.19477805E+00
 1882000    0.94359431E+01  0.53053091E+01  0.10435842E+01 -0.19428169E+00
 1884000    0.94453575E+01  0.53026242E+01  0.10439740E+01 -0.19378884E+00
 1886000    0.94547663E+01  0.52999455E+01  0.10443762E+01 -0.19329958E+00
 1888000    0.94641693E+01  0.52972731E+01  0.10447908E+01 -0.19281403E+00
 1890000    0.94735663E+01  0.52946072E+01  0.10452177E+01 -0.19233227E+00
 1892000    0.94829573E+01  0.52919481E+01  0.10456570E+01 -0.19185440E+00
 1894000    0.94923421E+01  0.52892960E+01  0.10461085E+01 -0.19138053E+00
 1896000    0.95017206E+01  0.52866510E+01  0.10465722E+01 -0.19091075E+00
 1898000    0.95110927E+01  0.52840133E+01  0.10470481E+01 -0.19044516E+00
 1900000    0.95204582E+01  0.52813832E+01  0.10475362E+01 -0.18998387E+00
 1902000    0.95298170E+01  0.52787607E+01  0.10480364E+01 -0.18952696E+00
 1904000    0.95391691E+01  0.52761460E+01  0.10485486E+01 -0.18907455E+00
 1906000    0.95485142E+01  0.52735393E+01  0.10490728E+01 -0.18862673E+00
 1908000    0.95578523E+01  0.52709407E+01  0.10496090E+01 -0.18818360E+00
 1910000    0.95671832E+01  0.52683503E+01  0.10501571E+01 -0.18774527E+00
 1912000    0.95765069E+01  0.52657684E+01  0.10507170E+01 -0.18731183E+00
 1914000    0.95858231E+01  0.52631949E+01  0.10512887E+01 -0.18688339E+00
 1916000    0.95951319E+01  0.52606300E+01  0.10518721E+01 -0.18646004E+00
 1918000    0.96044330E+01  0.52580738E+01  0.10524671E+01 -0.18604189E+00
 1920000    0.96137264E+01  0.52555264E+01  0.10530738E+01 -0.18562905E+00
 1922000    0.96230120E+01  0.52529878E+01  0.10536919E+01 -0.18522160E+00
 1924000    0.96322897E+01  0.52504581E+01  0.10543215E+01 -0.18481966E+00
 1926000    0.96415593E+01  0.52479374E+01  0.10549625E+01 -0.18442332E+00
 1928000    0.96508207E+01  0.52454257E+01  0.10556147E+01 -0.18403268E+00
 1930000    0.96600739E+01  0.52429231E+01  0.10562782E+01 -0.18364785E+00
 1932000    0.96693187E+01  0.52404295E+01  0.10569528E+01 -0.18326893E+00
 1934000    0.96785551E+01  0.52379451E+01  0.10576385E+01 -0.18289601E+00
 1936000    0.96877829E+01  0.52354697E+01  0.10583351E+01 -0.18252920E+00
 1938000    0.96970021E+01  0.52330034E+01  0.10590426E+01 -0.18216859E+00
 1940000    0.97062125E+01  0.52305462E+01  0.10597609E+01 -0.18181429E+00
 1942000    0.97154141E+01  0.52280981E+01  0.10604899E+01 -0.18146639E+00
 1944000    0.97246068E+01  0.52256590E+01  0.10612295E+01 -0.18112500E+00
 1946000    0.97337904E+01  0.52232289E+01  0.10619796E+01 -0.18079020E+00
 1948000    0.97429649E+01  0.52208078E+01  0.10627401E+01 -0.18046211E+00
 1950000    0.97521302E+01  0.52183956E+01  0.10635110E+01 -0.18014081E+00
 1952000    0.97612863E+01  0.52159922E+01  0.10642920E+01 -0.17982640E+00
 1954000    0.97704330E+01  0.52135977E+01  0.10650832E+01 -0.17951898E+00
 1956000    0.97795702E+01  0.52112118E+01  0.10658844E+01 -0.17921864E+00
 1958000    0.97886979E+01  0.52088346E+01  0.10666954E+01 -0.17892548E+00
 1960000    0.97978161E+01  0.52064659E+01  0.10675163E+01 -0.17863959E+00
 1962000    0.98069245E+01  0.52041056E+01  0.10683468E+01 -0.17836107E+00
 1964000    0.98160232E+01  0.52017537E+01  0.10691869E+01 -0.17809000E+00
 1966000    0.98251121E+01  0.51994101E+01  0.10700365E+01 -0.17782648E+00
 1968000    0.98341911E+01  0.51970746E+01  0.10708954E+01 -0.17757061E+00
 1970000    0.98432601E+01  0.51947472E+01  0.10717635E+01 -0.17732247E+00
 1972000    0.98523191E+01  0.51924277E+01  0.10726408E+01 -0.17708215E+00
 1974000    0.98613680E+01  0.51901161E+01  0.10735270E+01 -0.17684973E+00
 1976000    0.98704068E+01  0.51878121E+01  0.10744221E+01 -0.17662532E+00
 1978000    0.98794353E+01  0.51855157E+01  0.10753260E+01 -0.17640900E+00
 1980000    0.98884536E+01  0.51832268E+01  0.10762385E+01 -0.17620084E+00
 1982000    0.98974615E+01  0.51809452E+01  0.10771596E+01 -0.17600094E+00
 1984000    0.99064590E+01  0.51786709E+01  0.10780890E+01 -0.17580939E+00
 1986000    0.99154461E+01  0.51764036E+01  0.10790267E+01 -0.17562626E+00
 1988000    0.99244227E+01  0.51741433E+01  0.10799725E+01 -0.17545165E+00
 1990000    0.99333888E+01  0.51718898E+01  0.10809264E+01 -0.17528562E+00
 1992000    0.99423443E+01  0.51696431E+01  0.10818882E+01 -0.17512827E+00
 1994000    0.99512891E+01  0.51674029E+01  0.10828577E+01 -0.17497968E+00
 1996000    0.99602233E+01  0.51651692E+01  0.10838348E+01 -0.17483991E+00
 1998000    0.99691467E+01  0.51629419E+01  0.10848195E+01 -0.17470907E+00
 2000000    0.99780593E+01  0.51607207E+01  0.10858116E+01 -0.17458721E+00
