 dt=   5.0000000000000004E-006
 s_ind=         126
 steps=     2000000
 zipper=        2000

istep          p0              t0              rout            zout
  686000    0.46326401E+01  0.69917117E+01  0.10749613E+01  0.30939009E+00
  688000    0.46416672E+01  0.69880349E+01  0.10767144E+01  0.30952466E+00
  690000    0.46506782E+01  0.69843661E+01  0.10784745E+01  0.30964728E+00
  692000    0.46596732E+01  0.69807056E+01  0.10802415E+01  0.30975793E+00
  694000    0.46686522E+01  0.69770535E+01  0.10820152E+01  0.30985658E+00
  696000    0.46776151E+01  0.69734102E+01  0.10837955E+01  0.30994319E+00
  698000    0.46865619E+01  0.69697757E+01  0.10855822E+01  0.31001774E+00
  700000    0.46954927E+01  0.69661503E+01  0.10873751E+01  0.31008021E+00
  702000    0.47044075E+01  0.69625341E+01  0.10891740E+01  0.31013057E+00
  704000    0.47133063E+01  0.69589274E+01  0.10909789E+01  0.31016880E+00
  706000    0.47221890E+01  0.69553304E+01  0.10927895E+01  0.31019488E+00
  708000    0.47310557E+01  0.69517431E+01  0.10946057E+01  0.31020879E+00
  710000    0.47399065E+01  0.69481659E+01  0.10964273E+01  0.31021051E+00
  712000    0.47487412E+01  0.69445988E+01  0.10982541E+01  0.31020002E+00
  714000    0.47575600E+01  0.69410420E+01  0.11000861E+01  0.31017730E+00
  716000    0.47663629E+01  0.69374957E+01  0.11019229E+01  0.31014233E+00
  718000    0.47751498E+01  0.69339600E+01  0.11037646E+01  0.31009511E+00
  720000    0.47839208E+01  0.69304351E+01  0.11056109E+01  0.31003561E+00
  722000    0.47926760E+01  0.69269211E+01  0.11074616E+01  0.30996383E+00
  724000    0.48014153E+01  0.69234180E+01  0.11093166E+01  0.30987975E+00
  726000    0.48101388E+01  0.69199262E+01  0.11111758E+01  0.30978335E+00
  728000    0.48188465E+01  0.69164456E+01  0.11130389E+01  0.30967463E+00
  730000    0.48275384E+01  0.69129764E+01  0.11149059E+01  0.30955357E+00
  732000    0.48362146E+01  0.69095187E+01  0.11167765E+01  0.30942017E+00
  734000    0.48448751E+01  0.69060726E+01  0.11186507E+01  0.30927441E+00
  736000    0.48535199E+01  0.69026382E+01  0.11205282E+01  0.30911628E+00
  738000    0.48621491E+01  0.68992155E+01  0.11224089E+01  0.30894578E+00
  740000    0.48707628E+01  0.68958047E+01  0.11242927E+01  0.30876290E+00
  742000    0.48793608E+01  0.68924057E+01  0.11261793E+01  0.30856763E+00
  744000    0.48879434E+01  0.68890188E+01  0.11280687E+01  0.30835996E+00
  746000    0.48965105E+01  0.68856439E+01  0.11299607E+01  0.30813989E+00
  748000    0.49050622E+01  0.68822811E+01  0.11318552E+01  0.30790741E+00
  750000    0.49135985E+01  0.68789305E+01  0.11337520E+01  0.30766251E+00
  752000    0.49221195E+01  0.68755920E+01  0.11356509E+01  0.30740519E+00
  754000    0.49306251E+01  0.68722658E+01  0.11375518E+01  0.30713545E+00
  756000    0.49391156E+01  0.68689518E+01  0.11394546E+01  0.30685327E+00
  758000    0.49475909E+01  0.68656501E+01  0.11413590E+01  0.30655865E+00
  760000    0.49560510E+01  0.68623606E+01  0.11432651E+01  0.30625160E+00
  762000    0.49644960E+01  0.68590835E+01  0.11451725E+01  0.30593209E+00
  764000    0.49729261E+01  0.68558186E+01  0.11470813E+01  0.30560014E+00
  766000    0.49813411E+01  0.68525661E+01  0.11489912E+01  0.30525573E+00
  768000    0.49897412E+01  0.68493258E+01  0.11509020E+01  0.30489886E+00
  770000    0.49981265E+01  0.68460978E+01  0.11528138E+01  0.30452953E+00
  772000    0.50064969E+01  0.68428821E+01  0.11547262E+01  0.30414774E+00
  774000    0.50148526E+01  0.68396786E+01  0.11566392E+01  0.30375347E+00
  776000    0.50231936E+01  0.68364873E+01  0.11585527E+01  0.30334674E+00
  778000    0.50315199E+01  0.68333081E+01  0.11604664E+01  0.30292753E+00
  780000    0.50398317E+01  0.68301411E+01  0.11623803E+01  0.30249584E+00
  782000    0.50481290E+01  0.68269862E+01  0.11642943E+01  0.30205166E+00
  784000    0.50564118E+01  0.68238433E+01  0.11662081E+01  0.30159501E+00
  786000    0.50646803E+01  0.68207124E+01  0.11681217E+01  0.30112586E+00
  788000    0.50729344E+01  0.68175934E+01  0.11700349E+01  0.30064423E+00
  790000    0.50811743E+01  0.68144862E+01  0.11719476E+01  0.30015010E+00
  792000    0.50893999E+01  0.68113908E+01  0.11738597E+01  0.29964348E+00
  794000    0.50976115E+01  0.68083071E+01  0.11757710E+01  0.29912435E+00
  796000    0.51058090E+01  0.68052351E+01  0.11776814E+01  0.29859273E+00
  798000    0.51139924E+01  0.68021746E+01  0.11795908E+01  0.29804860E+00
  800000    0.51221620E+01  0.67991256E+01  0.11814990E+01  0.29749197E+00
  802000    0.51303177E+01  0.67960879E+01  0.11834059E+01  0.29692282E+00
  804000    0.51384596E+01  0.67930615E+01  0.11853114E+01  0.29634116E+00
  806000    0.51465878E+01  0.67900463E+01  0.11872154E+01  0.29574699E+00
  808000    0.51547024E+01  0.67870422E+01  0.11891177E+01  0.29514030E+00
  810000    0.51628034E+01  0.67840491E+01  0.11910182E+01  0.29452109E+00
  812000    0.51708908E+01  0.67810668E+01  0.11929168E+01  0.29388936E+00
  814000    0.51789649E+01  0.67780953E+01  0.11948133E+01  0.29324511E+00
  816000    0.51870255E+01  0.67751344E+01  0.11967076E+01  0.29258832E+00
  818000    0.51950729E+01  0.67721841E+01  0.11985997E+01  0.29191901E+00
  820000    0.52031071E+01  0.67692442E+01  0.12004894E+01  0.29123717E+00
  822000    0.52111281E+01  0.67663146E+01  0.12023765E+01  0.29054280E+00
  824000    0.52191361E+01  0.67633951E+01  0.12042609E+01  0.28983589E+00
  826000    0.52271310E+01  0.67604857E+01  0.12061426E+01  0.28911644E+00
  828000    0.52351131E+01  0.67575862E+01  0.12080213E+01  0.28838445E+00
  830000    0.52430823E+01  0.67546965E+01  0.12098970E+01  0.28763993E+00
  832000    0.52510387E+01  0.67518164E+01  0.12117696E+01  0.28688286E+00
  834000    0.52589824E+01  0.67489459E+01  0.12136389E+01  0.28611325E+00
  836000    0.52669136E+01  0.67460847E+01  0.12155049E+01  0.28533109E+00
  838000    0.52748321E+01  0.67432327E+01  0.12173673E+01  0.28453639E+00
  840000    0.52827383E+01  0.67403899E+01  0.12192261E+01  0.28372914E+00
  842000    0.52906320E+01  0.67375560E+01  0.12210811E+01  0.28290934E+00
  844000    0.52985134E+01  0.67347309E+01  0.12229323E+01  0.28207700E+00
  846000    0.53063826E+01  0.67319145E+01  0.12247795E+01  0.28123211E+00
  848000    0.53142397E+01  0.67291066E+01  0.12266226E+01  0.28037468E+00
  850000    0.53220846E+01  0.67263070E+01  0.12284615E+01  0.27950470E+00
  852000    0.53299176E+01  0.67235157E+01  0.12302960E+01  0.27862217E+00
  854000    0.53377387E+01  0.67207325E+01  0.12321261E+01  0.27772709E+00
  856000    0.53455479E+01  0.67179572E+01  0.12339516E+01  0.27681948E+00
  858000    0.53533453E+01  0.67151897E+01  0.12357725E+01  0.27589932E+00
  860000    0.53611311E+01  0.67124297E+01  0.12375885E+01  0.27496662E+00
  862000    0.53689053E+01  0.67096773E+01  0.12393996E+01  0.27402138E+00
  864000    0.53766679E+01  0.67069322E+01  0.12412057E+01  0.27306361E+00
  866000    0.53844191E+01  0.67041942E+01  0.12430066E+01  0.27209331E+00
  868000    0.53921590E+01  0.67014632E+01  0.12448022E+01  0.27111049E+00
  870000    0.53998875E+01  0.66987391E+01  0.12465925E+01  0.27011514E+00
  872000    0.54076049E+01  0.66960217E+01  0.12483772E+01  0.26910727E+00
  874000    0.54153111E+01  0.66933109E+01  0.12501563E+01  0.26808689E+00
  876000    0.54230063E+01  0.66906064E+01  0.12519297E+01  0.26705401E+00
  878000    0.54306906E+01  0.66879082E+01  0.12536973E+01  0.26600862E+00
  880000    0.54383639E+01  0.66852161E+01  0.12554588E+01  0.26495074E+00
  882000    0.54460265E+01  0.66825299E+01  0.12572143E+01  0.26388038E+00
  884000    0.54536783E+01  0.66798494E+01  0.12589636E+01  0.26279754E+00
  886000    0.54613195E+01  0.66771746E+01  0.12607065E+01  0.26170223E+00
  888000    0.54689501E+01  0.66745053E+01  0.12624430E+01  0.26059447E+00
  890000    0.54765703E+01  0.66718413E+01  0.12641730E+01  0.25947426E+00
  892000    0.54841801E+01  0.66691825E+01  0.12658963E+01  0.25834161E+00
  894000    0.54917795E+01  0.66665287E+01  0.12676128E+01  0.25719654E+00
  896000    0.54993687E+01  0.66638798E+01  0.12693224E+01  0.25603906E+00
  898000    0.55069478E+01  0.66612356E+01  0.12710250E+01  0.25486919E+00
  900000    0.55145168E+01  0.66585960E+01  0.12727205E+01  0.25368693E+00
  902000    0.55220758E+01  0.66559608E+01  0.12744087E+01  0.25249230E+00
  904000    0.55296249E+01  0.66533299E+01  0.12760896E+01  0.25128533E+00
  906000    0.55371642E+01  0.66507032E+01  0.12777630E+01  0.25006602E+00
  908000    0.55446937E+01  0.66480804E+01  0.12794287E+01  0.24883439E+00
  910000    0.55522136E+01  0.66454615E+01  0.12810868E+01  0.24759047E+00
  912000    0.55597239E+01  0.66428463E+01  0.12827370E+01  0.24633428E+00
  914000    0.55672247E+01  0.66402347E+01  0.12843793E+01  0.24506583E+00
  916000    0.55747161E+01  0.66376265E+01  0.12860135E+01  0.24378515E+00
  918000    0.55821981E+01  0.66350216E+01  0.12876395E+01  0.24249226E+00
  920000    0.55896709E+01  0.66324199E+01  0.12892573E+01  0.24118719E+00
  922000    0.55971345E+01  0.66298212E+01  0.12908666E+01  0.23986996E+00
  924000    0.56045890E+01  0.66272255E+01  0.12924674E+01  0.23854060E+00
  926000    0.56120345E+01  0.66246324E+01  0.12940595E+01  0.23719914E+00
  928000    0.56194711E+01  0.66220421E+01  0.12956428E+01  0.23584561E+00
  930000    0.56268988E+01  0.66194542E+01  0.12972173E+01  0.23448003E+00
  932000    0.56343177E+01  0.66168687E+01  0.12987828E+01  0.23310244E+00
  934000    0.56417280E+01  0.66142855E+01  0.13003391E+01  0.23171287E+00
  936000    0.56491297E+01  0.66117044E+01  0.13018863E+01  0.23031136E+00
  938000    0.56565229E+01  0.66091253E+01  0.13034240E+01  0.22889795E+00
  940000    0.56639076E+01  0.66065481E+01  0.13049523E+01  0.22747266E+00
  942000    0.56712839E+01  0.66039728E+01  0.13064710E+01  0.22603554E+00
  944000    0.56786520E+01  0.66013990E+01  0.13079800E+01  0.22458662E+00
  946000    0.56860119E+01  0.65988269E+01  0.13094792E+01  0.22312596E+00
  948000    0.56933637E+01  0.65962562E+01  0.13109685E+01  0.22165358E+00
  950000    0.57007074E+01  0.65936868E+01  0.13124477E+01  0.22016955E+00
  952000    0.57080432E+01  0.65911186E+01  0.13139167E+01  0.21867389E+00
  954000    0.57153712E+01  0.65885516E+01  0.13153754E+01  0.21716666E+00
  956000    0.57226913E+01  0.65859856E+01  0.13168237E+01  0.21564791E+00
  958000    0.57300037E+01  0.65834206E+01  0.13182616E+01  0.21411768E+00
  960000    0.57373086E+01  0.65808563E+01  0.13196887E+01  0.21257604E+00
  962000    0.57446058E+01  0.65782928E+01  0.13211052E+01  0.21102302E+00
  964000    0.57518957E+01  0.65757299E+01  0.13225107E+01  0.20945869E+00
  966000    0.57591781E+01  0.65731676E+01  0.13239053E+01  0.20788310E+00
  968000    0.57664532E+01  0.65706057E+01  0.13252888E+01  0.20629631E+00
  970000    0.57737211E+01  0.65680442E+01  0.13266610E+01  0.20469839E+00
  972000    0.57809819E+01  0.65654830E+01  0.13280219E+01  0.20308938E+00
  974000    0.57882357E+01  0.65629219E+01  0.13293714E+01  0.20146936E+00
  976000    0.57954824E+01  0.65603610E+01  0.13307094E+01  0.19983838E+00
  978000    0.58027223E+01  0.65578001E+01  0.13320356E+01  0.19819652E+00
  980000    0.58099554E+01  0.65552392E+01  0.13333501E+01  0.19654384E+00
  982000    0.58171817E+01  0.65526782E+01  0.13346527E+01  0.19488041E+00
  984000    0.58244014E+01  0.65501170E+01  0.13359433E+01  0.19320630E+00
  986000    0.58316145E+01  0.65475556E+01  0.13372217E+01  0.19152159E+00
  988000    0.58388211E+01  0.65449938E+01  0.13384880E+01  0.18982634E+00
  990000    0.58460214E+01  0.65424316E+01  0.13397418E+01  0.18812064E+00
  992000    0.58532153E+01  0.65398690E+01  0.13409833E+01  0.18640456E+00
  994000    0.58604029E+01  0.65373059E+01  0.13422121E+01  0.18467819E+00
  996000    0.58675844E+01  0.65347423E+01  0.13434283E+01  0.18294160E+00
  998000    0.58747599E+01  0.65321780E+01  0.13446318E+01  0.18119487E+00
 1000000    0.58819293E+01  0.65296130E+01  0.13458223E+01  0.17943809E+00
 1002000    0.58890928E+01  0.65270473E+01  0.13469998E+01  0.17767135E+00
 1004000    0.58962505E+01  0.65244808E+01  0.13481642E+01  0.17589473E+00
 1006000    0.59034024E+01  0.65219135E+01  0.13493155E+01  0.17410832E+00
 1008000    0.59105486E+01  0.65193453E+01  0.13504534E+01  0.17231222E+00
 1010000    0.59176893E+01  0.65167762E+01  0.13515778E+01  0.17050652E+00
 1012000    0.59248244E+01  0.65142061E+01  0.13526888E+01  0.16869131E+00
 1014000    0.59319541E+01  0.65116351E+01  0.13537861E+01  0.16686669E+00
 1016000    0.59390785E+01  0.65090630E+01  0.13548697E+01  0.16503275E+00
 1018000    0.59461976E+01  0.65064898E+01  0.13559395E+01  0.16318960E+00
 1020000    0.59533115E+01  0.65039156E+01  0.13569954E+01  0.16133734E+00
 1022000    0.59604203E+01  0.65013402E+01  0.13580372E+01  0.15947606E+00
 1024000    0.59675240E+01  0.64987636E+01  0.13590649E+01  0.15760588E+00
 1026000    0.59746228E+01  0.64961859E+01  0.13600784E+01  0.15572690E+00
 1028000    0.59817168E+01  0.64936069E+01  0.13610775E+01  0.15383923E+00
 1030000    0.59888060E+01  0.64910267E+01  0.13620622E+01  0.15194298E+00
 1032000    0.59958904E+01  0.64884452E+01  0.13630325E+01  0.15003825E+00
 1034000    0.60029703E+01  0.64858624E+01  0.13639881E+01  0.14812517E+00
 1036000    0.60100456E+01  0.64832784E+01  0.13649290E+01  0.14620384E+00
 1038000    0.60171164E+01  0.64806930E+01  0.13658552E+01  0.14427438E+00
 1040000    0.60241828E+01  0.64781063E+01  0.13667664E+01  0.14233690E+00
 1042000    0.60312450E+01  0.64755182E+01  0.13676627E+01  0.14039154E+00
 1044000    0.60383029E+01  0.64729288E+01  0.13685440E+01  0.13843839E+00
 1046000    0.60453567E+01  0.64703380E+01  0.13694101E+01  0.13647760E+00
 1048000    0.60524065E+01  0.64677459E+01  0.13702610E+01  0.13450928E+00
 1050000    0.60594522E+01  0.64651523E+01  0.13710966E+01  0.13253355E+00
 1052000    0.60664941E+01  0.64625574E+01  0.13719168E+01  0.13055054E+00
 1054000    0.60735321E+01  0.64599611E+01  0.13727215E+01  0.12856039E+00
 1056000    0.60805664E+01  0.64573634E+01  0.13735107E+01  0.12656321E+00
 1058000    0.60875971E+01  0.64547643E+01  0.13742843E+01  0.12455913E+00
 1060000    0.60946241E+01  0.64521638E+01  0.13750421E+01  0.12254830E+00
 1062000    0.61016477E+01  0.64495619E+01  0.13757842E+01  0.12053084E+00
 1064000    0.61086679E+01  0.64469587E+01  0.13765105E+01  0.11850688E+00
 1066000    0.61156847E+01  0.64443540E+01  0.13772208E+01  0.11647656E+00
 1068000    0.61226983E+01  0.64417480E+01  0.13779151E+01  0.11444002E+00
 1070000    0.61297087E+01  0.64391406E+01  0.13785934E+01  0.11239740E+00
 1072000    0.61367160E+01  0.64365319E+01  0.13792555E+01  0.11034883E+00
 1074000    0.61437204E+01  0.64339218E+01  0.13799015E+01  0.10829445E+00
 1076000    0.61507217E+01  0.64313104E+01  0.13805312E+01  0.10623441E+00
 1078000    0.61577203E+01  0.64286977E+01  0.13811446E+01  0.10416884E+00
 1080000    0.61647160E+01  0.64260837E+01  0.13817416E+01  0.10209790E+00
 1082000    0.61717091E+01  0.64234684E+01  0.13823222E+01  0.10002173E+00
 1084000    0.61786996E+01  0.64208518E+01  0.13828863E+01  0.97940463E-01
 1086000    0.61856875E+01  0.64182339E+01  0.13834338E+01  0.95854257E-01
 1088000    0.61926730E+01  0.64156148E+01  0.13839647E+01  0.93763256E-01
 1090000    0.61996561E+01  0.64129945E+01  0.13844790E+01  0.91667610E-01
 1092000    0.62066370E+01  0.64103730E+01  0.13849766E+01  0.89567467E-01
 1094000    0.62136156E+01  0.64077503E+01  0.13854574E+01  0.87462979E-01
 1096000    0.62205921E+01  0.64051265E+01  0.13859215E+01  0.85354295E-01
 1098000    0.62275666E+01  0.64025015E+01  0.13863686E+01  0.83241569E-01
 1100000    0.62345391E+01  0.63998754E+01  0.13867990E+01  0.81124953E-01
 1102000    0.62415097E+01  0.63972482E+01  0.13872123E+01  0.79004600E-01
 1104000    0.62484785E+01  0.63946199E+01  0.13876087E+01  0.76880665E-01
 1106000    0.62554456E+01  0.63919906E+01  0.13879882E+01  0.74753304E-01
 1108000    0.62624111E+01  0.63893604E+01  0.13883505E+01  0.72622670E-01
 1110000    0.62693750E+01  0.63867291E+01  0.13886959E+01  0.70488922E-01
 1112000    0.62763374E+01  0.63840968E+01  0.13890241E+01  0.68352215E-01
 1114000    0.62832984E+01  0.63814636E+01  0.13893352E+01  0.66212707E-01
 1116000    0.62902581E+01  0.63788296E+01  0.13896291E+01  0.64070557E-01
 1118000    0.62972165E+01  0.63761946E+01  0.13899058E+01  0.61925922E-01
 1120000    0.63041738E+01  0.63735588E+01  0.13901654E+01  0.59778961E-01
 1122000    0.63111300E+01  0.63709222E+01  0.13904077E+01  0.57629834E-01
 1124000    0.63180853E+01  0.63682848E+01  0.13906328E+01  0.55478701E-01
 1126000    0.63250396E+01  0.63656467E+01  0.13908406E+01  0.53325722E-01
 1128000    0.63319930E+01  0.63630078E+01  0.13910311E+01  0.51171057E-01
 1130000    0.63389457E+01  0.63603682E+01  0.13912044E+01  0.49014866E-01
 1132000    0.63458978E+01  0.63577280E+01  0.13913603E+01  0.46857311E-01
 1134000    0.63528492E+01  0.63550871E+01  0.13914989E+01  0.44698553E-01
 1136000    0.63598001E+01  0.63524457E+01  0.13916203E+01  0.42538753E-01
 1138000    0.63667506E+01  0.63498036E+01  0.13917242E+01  0.40378073E-01
 1140000    0.63737007E+01  0.63471610E+01  0.13918109E+01  0.38216674E-01
 1142000    0.63806506E+01  0.63445180E+01  0.13918803E+01  0.36054718E-01
 1144000    0.63876002E+01  0.63418744E+01  0.13919323E+01  0.33892366E-01
 1146000    0.63945498E+01  0.63392304E+01  0.13919670E+01  0.31729781E-01
 1148000    0.64014993E+01  0.63365860E+01  0.13919843E+01  0.29567123E-01
 1150000    0.64084489E+01  0.63339412E+01  0.13919844E+01  0.27404555E-01
 1152000    0.64153986E+01  0.63312961E+01  0.13919672E+01  0.25242237E-01
 1154000    0.64223485E+01  0.63286506E+01  0.13919326E+01  0.23080331E-01
 1156000    0.64292987E+01  0.63260049E+01  0.13918808E+01  0.20918999E-01
 1158000    0.64362492E+01  0.63233588E+01  0.13918118E+01  0.18758400E-01
 1160000    0.64432002E+01  0.63207126E+01  0.13917255E+01  0.16598696E-01
 1162000    0.64501518E+01  0.63180662E+01  0.13916219E+01  0.14440048E-01
 1164000    0.64571039E+01  0.63154196E+01  0.13915012E+01  0.12282614E-01
 1166000    0.64640568E+01  0.63127729E+01  0.13913633E+01  0.10126554E-01
 1168000    0.64710104E+01  0.63101260E+01  0.13912082E+01  0.79720293E-02
 1170000    0.64779649E+01  0.63074791E+01  0.13910361E+01  0.58191968E-02
 1172000    0.64849203E+01  0.63048321E+01  0.13908468E+01  0.36682155E-02
 1174000    0.64918767E+01  0.63021851E+01  0.13906404E+01  0.15192433E-02
 1176000    0.64988342E+01  0.62995381E+01  0.13904170E+01 -0.62756242E-03
 1178000    0.65057928E+01  0.62968912E+01  0.13901766E+01 -0.27720449E-02
 1180000    0.65127528E+01  0.62942442E+01  0.13899193E+01 -0.49140480E-02
 1182000    0.65197140E+01  0.62915974E+01  0.13896450E+01 -0.70534160E-02
 1184000    0.65266767E+01  0.62889507E+01  0.13893539E+01 -0.91899941E-02
 1186000    0.65336409E+01  0.62863041E+01  0.13890459E+01 -0.11323628E-01
 1188000    0.65406067E+01  0.62836576E+01  0.13887212E+01 -0.13454164E-01
 1190000    0.65475741E+01  0.62810114E+01  0.13883797E+01 -0.15581450E-01
 1192000    0.65545432E+01  0.62783653E+01  0.13880214E+01 -0.17705333E-01
 1194000    0.65615142E+01  0.62757194E+01  0.13876466E+01 -0.19825662E-01
 1196000    0.65684870E+01  0.62730738E+01  0.13872551E+01 -0.21942287E-01
 1198000    0.65754619E+01  0.62704285E+01  0.13868472E+01 -0.24055059E-01
 1200000    0.65824388E+01  0.62677834E+01  0.13864227E+01 -0.26163829E-01
 1202000    0.65894178E+01  0.62651386E+01  0.13859818E+01 -0.28268449E-01
 1204000    0.65963990E+01  0.62624941E+01  0.13855245E+01 -0.30368772E-01
 1206000    0.66033826E+01  0.62598500E+01  0.13850510E+01 -0.32464654E-01
 1208000    0.66103685E+01  0.62572062E+01  0.13845612E+01 -0.34555948E-01
 1210000    0.66173569E+01  0.62545627E+01  0.13840552E+01 -0.36642512E-01
 1212000    0.66243478E+01  0.62519196E+01  0.13835331E+01 -0.38724203E-01
 1214000    0.66313414E+01  0.62492769E+01  0.13829950E+01 -0.40800879E-01
 1216000    0.66383376E+01  0.62466346E+01  0.13824409E+01 -0.42872400E-01
 1218000    0.66453366E+01  0.62439927E+01  0.13818709E+01 -0.44938627E-01
 1220000    0.66523385E+01  0.62413512E+01  0.13812851E+01 -0.46999421E-01
 1222000    0.66593433E+01  0.62387101E+01  0.13806835E+01 -0.49054645E-01
 1224000    0.66663512E+01  0.62360694E+01  0.13800662E+01 -0.51104165E-01
 1226000    0.66733621E+01  0.62334291E+01  0.13794334E+01 -0.53147844E-01
 1228000    0.66803762E+01  0.62307893E+01  0.13787850E+01 -0.55185551E-01
 1230000    0.66873936E+01  0.62281499E+01  0.13781212E+01 -0.57217153E-01
 1232000    0.66944143E+01  0.62255110E+01  0.13774421E+01 -0.59242518E-01
 1234000    0.67014385E+01  0.62228724E+01  0.13767476E+01 -0.61261519E-01
 1236000    0.67084661E+01  0.62202343E+01  0.13760380E+01 -0.63274026E-01
 1238000    0.67154974E+01  0.62175967E+01  0.13753133E+01 -0.65279913E-01
 1240000    0.67225322E+01  0.62149594E+01  0.13745736E+01 -0.67279055E-01
 1242000    0.67295709E+01  0.62123226E+01  0.13738189E+01 -0.69271327E-01
 1244000    0.67366133E+01  0.62096862E+01  0.13730494E+01 -0.71256608E-01
 1246000    0.67436597E+01  0.62070502E+01  0.13722652E+01 -0.73234775E-01
 1248000    0.67507100E+01  0.62044146E+01  0.13714663E+01 -0.75205709E-01
 1250000    0.67577644E+01  0.62017793E+01  0.13706529E+01 -0.77169291E-01
 1252000    0.67648229E+01  0.61991445E+01  0.13698251E+01 -0.79125405E-01
 1254000    0.67718857E+01  0.61965100E+01  0.13689828E+01 -0.81073935E-01
 1256000    0.67789527E+01  0.61938758E+01  0.13681264E+01 -0.83014768E-01
 1258000    0.67860241E+01  0.61912420E+01  0.13672557E+01 -0.84947790E-01
 1260000    0.67931000E+01  0.61886084E+01  0.13663710E+01 -0.86872891E-01
 1262000    0.68001805E+01  0.61859752E+01  0.13654724E+01 -0.88789961E-01
 1264000    0.68072655E+01  0.61833422E+01  0.13645599E+01 -0.90698893E-01
 1266000    0.68143552E+01  0.61807095E+01  0.13636336E+01 -0.92599579E-01
 1268000    0.68214498E+01  0.61780769E+01  0.13626937E+01 -0.94491915E-01
 1270000    0.68285491E+01  0.61754446E+01  0.13617403E+01 -0.96375798E-01
 1272000    0.68356534E+01  0.61728124E+01  0.13607734E+01 -0.98251126E-01
 1274000    0.68427628E+01  0.61701804E+01  0.13597932E+01 -0.10011780E+00
 1276000    0.68498772E+01  0.61675485E+01  0.13587998E+01 -0.10197572E+00
 1278000    0.68569968E+01  0.61649167E+01  0.13577933E+01 -0.10382478E+00
 1280000    0.68641216E+01  0.61622848E+01  0.13567738E+01 -0.10566490E+00
 1282000    0.68712518E+01  0.61596530E+01  0.13557415E+01 -0.10749598E+00
 1284000    0.68783874E+01  0.61570212E+01  0.13546963E+01 -0.10931792E+00
 1286000    0.68855285E+01  0.61543893E+01  0.13536386E+01 -0.11113064E+00
 1288000    0.68926751E+01  0.61517573E+01  0.13525682E+01 -0.11293405E+00
 1290000    0.68998274E+01  0.61491252E+01  0.13514855E+01 -0.11472805E+00
 1292000    0.69069854E+01  0.61464928E+01  0.13503904E+01 -0.11651257E+00
 1294000    0.69141492E+01  0.61438603E+01  0.13492832E+01 -0.11828751E+00
 1296000    0.69213190E+01  0.61412274E+01  0.13481639E+01 -0.12005280E+00
 1298000    0.69284946E+01  0.61385943E+01  0.13470326E+01 -0.12180835E+00
 1300000    0.69356763E+01  0.61359607E+01  0.13458895E+01 -0.12355409E+00
 1302000    0.69428642E+01  0.61333267E+01  0.13447347E+01 -0.12528992E+00
 1304000    0.69500582E+01  0.61306923E+01  0.13435683E+01 -0.12701579E+00
 1306000    0.69572585E+01  0.61280574E+01  0.13423904E+01 -0.12873161E+00
 1308000    0.69644652E+01  0.61254218E+01  0.13412012E+01 -0.13043730E+00
 1310000    0.69716783E+01  0.61227857E+01  0.13400007E+01 -0.13213280E+00
 1312000    0.69788979E+01  0.61201488E+01  0.13387892E+01 -0.13381804E+00
 1314000    0.69861240E+01  0.61175112E+01  0.13375666E+01 -0.13549294E+00
 1316000    0.69933569E+01  0.61148728E+01  0.13363332E+01 -0.13715743E+00
 1318000    0.70005965E+01  0.61122336E+01  0.13350891E+01 -0.13881146E+00
 1320000    0.70078429E+01  0.61095934E+01  0.13338343E+01 -0.14045495E+00
 1322000    0.70150962E+01  0.61069522E+01  0.13325691E+01 -0.14208785E+00
 1324000    0.70223565E+01  0.61043100E+01  0.13312935E+01 -0.14371009E+00
 1326000    0.70296239E+01  0.61016667E+01  0.13300076E+01 -0.14532161E+00
 1328000    0.70368984E+01  0.60990222E+01  0.13287117E+01 -0.14692234E+00
 1330000    0.70441801E+01  0.60963764E+01  0.13274058E+01 -0.14851224E+00
 1332000    0.70514690E+01  0.60937293E+01  0.13260900E+01 -0.15009125E+00
 1334000    0.70587654E+01  0.60910809E+01  0.13247645E+01 -0.15165931E+00
 1336000    0.70660691E+01  0.60884310E+01  0.13234294E+01 -0.15321636E+00
 1338000    0.70733804E+01  0.60857796E+01  0.13220849E+01 -0.15476236E+00
 1340000    0.70806993E+01  0.60831266E+01  0.13207310E+01 -0.15629726E+00
 1342000    0.70880258E+01  0.60804719E+01  0.13193679E+01 -0.15782100E+00
 1344000    0.70953601E+01  0.60778155E+01  0.13179957E+01 -0.15933353E+00
 1346000    0.71027022E+01  0.60751573E+01  0.13166146E+01 -0.16083482E+00
 1348000    0.71100522E+01  0.60724972E+01  0.13152247E+01 -0.16232480E+00
 1350000    0.71174102E+01  0.60698352E+01  0.13138261E+01 -0.16380345E+00
 1352000    0.71247762E+01  0.60671711E+01  0.13124189E+01 -0.16527071E+00
 1354000    0.71321504E+01  0.60645049E+01  0.13110033E+01 -0.16672655E+00
 1356000    0.71395327E+01  0.60618366E+01  0.13095794E+01 -0.16817092E+00
 1358000    0.71469233E+01  0.60591659E+01  0.13081473E+01 -0.16960378E+00
 1360000    0.71543223E+01  0.60564930E+01  0.13067073E+01 -0.17102509E+00
 1362000    0.71617296E+01  0.60538176E+01  0.13052593E+01 -0.17243482E+00
 1364000    0.71691455E+01  0.60511397E+01  0.13038035E+01 -0.17383293E+00
 1366000    0.71765699E+01  0.60484593E+01  0.13023402E+01 -0.17521939E+00
