# steps = 60000000, dt =  1.00000E-07, zip = 10000
# total execution time =    177.785 sec
# steps =   60000000, dt =   1.0000E-07, zip =      10000
    0.000000  0.15000000E+001 -0.50000000E+000  0.00000000E+000
    0.001000  0.15007077E+001 -0.50069834E+000  0.71419792E-004
    0.002000  0.15014175E+001 -0.50139443E+000  0.14328409E-003
    0.003000  0.15021294E+001 -0.50208823E+000  0.21559436E-003
    0.004000  0.15028435E+001 -0.50277973E+000  0.28835206E-003
    0.005000  0.15035597E+001 -0.50346891E+000  0.36155862E-003
    0.006000  0.15042780E+001 -0.50415576E+000  0.43521559E-003
    0.007000  0.15049984E+001 -0.50484023E+000  0.50932645E-003
    0.008000  0.15057210E+001 -0.50552232E+000  0.58389331E-003
    0.009000  0.15064458E+001 -0.50620199E+000  0.65891759E-003
    0.010000  0.15071727E+001 -0.50687924E+000  0.73440067E-003
    0.011000  0.15079018E+001 -0.50755403E+000  0.81034391E-003
    0.012000  0.15086330E+001 -0.50822636E+000  0.88674863E-003
    0.013000  0.15093664E+001 -0.50889620E+000  0.96361617E-003
    0.014000  0.15101020E+001 -0.50956354E+000  0.10409478E-002
    0.015000  0.15108397E+001 -0.51022834E+000  0.11187448E-002
    0.016000  0.15115795E+001 -0.51089061E+000  0.11970085E-002
    0.017000  0.15123216E+001 -0.51155030E+000  0.12757399E-002
    0.018000  0.15130658E+001 -0.51220742E+000  0.13549404E-002
    0.019000  0.15138122E+001 -0.51286193E+000  0.14346112E-002
    0.020000  0.15145607E+001 -0.51351381E+000  0.15147532E-002
    0.021000  0.15153114E+001 -0.51416306E+000  0.15953677E-002
    0.022000  0.15160643E+001 -0.51480964E+000  0.16764558E-002
    0.023000  0.15168194E+001 -0.51545354E+000  0.17580185E-002
    0.024000  0.15175766E+001 -0.51609474E+000  0.18400570E-002
    0.025000  0.15183360E+001 -0.51673320E+000  0.19225756E-002
    0.026000  0.15190975E+001 -0.51736889E+000  0.20055763E-002
    0.027000  0.15198613E+001 -0.51800181E+000  0.20890603E-002
    0.028000  0.15206272E+001 -0.51863193E+000  0.21730283E-002
    0.029000  0.15213953E+001 -0.51925922E+000  0.22574814E-002
    0.030000  0.15221656E+001 -0.51988367E+000  0.23424205E-002
    0.031000  0.15229381E+001 -0.52050526E+000  0.24278463E-002
    0.032000  0.15237127E+001 -0.52112397E+000  0.25137597E-002
    0.033000  0.15244896E+001 -0.52173977E+000  0.26001615E-002
    0.034000  0.15252685E+001 -0.52235266E+000  0.26870524E-002
    0.035000  0.15260497E+001 -0.52296260E+000  0.27744333E-002
    0.036000  0.15268330E+001 -0.52356958E+000  0.28623046E-002
    0.037000  0.15276185E+001 -0.52417357E+000  0.29506671E-002
    0.038000  0.15284061E+001 -0.52477457E+000  0.30395214E-002
    0.039000  0.15291959E+001 -0.52537255E+000  0.31288684E-002
    0.040000  0.15299878E+001 -0.52596752E+000  0.32187100E-002
    0.041000  0.15307819E+001 -0.52655946E+000  0.33090468E-002
    0.042000  0.15315780E+001 -0.52714834E+000  0.33998837E-002
    0.043000  0.15323763E+001 -0.52773414E+000  0.34912233E-002
    0.044000  0.15331767E+001 -0.52831682E+000  0.35830660E-002
    0.045000  0.15339793E+001 -0.52889638E+000  0.36754122E-002
    0.046000  0.15347839E+001 -0.52947279E+000  0.37682622E-002
    0.047000  0.15355906E+001 -0.53004604E+000  0.38616163E-002
    0.048000  0.15363995E+001 -0.53061609E+000  0.39554748E-002
    0.049000  0.15372105E+001 -0.53118294E+000  0.40498380E-002
    0.050000  0.15380235E+001 -0.53174657E+000  0.41447060E-002
    0.051000  0.15388386E+001 -0.53230695E+000  0.42400788E-002
    0.052000  0.15396559E+001 -0.53286406E+000  0.43359567E-002
    0.053000  0.15404752E+001 -0.53341789E+000  0.44323396E-002
    0.054000  0.15412965E+001 -0.53396842E+000  0.45292275E-002
    0.055000  0.15421199E+001 -0.53451562E+000  0.46266204E-002
    0.056000  0.15429454E+001 -0.53505948E+000  0.47245181E-002
    0.057000  0.15437729E+001 -0.53559998E+000  0.48229205E-002
    0.058000  0.15446025E+001 -0.53613710E+000  0.49218305E-002
    0.059000  0.15454341E+001 -0.53667079E+000  0.50212535E-002
    0.060000  0.15462677E+001 -0.53720105E+000  0.51211894E-002
    0.061000  0.15471034E+001 -0.53772785E+000  0.52216379E-002
    0.062000  0.15479411E+001 -0.53825117E+000  0.53225986E-002
    0.063000  0.15487808E+001 -0.53877099E+000  0.54240711E-002
    0.064000  0.15496225E+001 -0.53928731E+000  0.55260549E-002
    0.065000  0.15504662E+001 -0.53980009E+000  0.56285496E-002
    0.066000  0.15513119E+001 -0.54030933E+000  0.57315546E-002
    0.067000  0.15521595E+001 -0.54081499E+000  0.58350691E-002
    0.068000  0.15530091E+001 -0.54131708E+000  0.59390927E-002
    0.069000  0.15538607E+001 -0.54181556E+000  0.60436245E-002
    0.070000  0.15547142E+001 -0.54231043E+000  0.61486638E-002
    0.071000  0.15555696E+001 -0.54280166E+000  0.62542097E-002
    0.072000  0.15564269E+001 -0.54328925E+000  0.63602613E-002
    0.073000  0.15572862E+001 -0.54377316E+000  0.64668179E-002
    0.074000  0.15581473E+001 -0.54425338E+000  0.65738852E-002
